attribute_id,product_id,attribute_name,attribute_value
6,13168,Launch Date,09-03-2021
16,13168,NRF Color Code,670
19,13168,NRF Color Name,Bright Pink
3,13168,Season,Spring 2021
8,13168,Classification,SEASONAL
24,13168,Price Method,Full Price
25,13168,NU Customer Groups,All
26,13168,Brand License,Posh Peanut
59,13168,Department,Apparel
60,13168,Prebook,FALSE
61,13168,Materials,Bamboo/Spandex(95/5)
61,28837,Materials,Bamboo/Spandex(95/5)
6,28837,Launch Date,19-04-2022
26,28838,Brand License,Posh Peanut
8,28838,Classification,SEASONAL
5,28838,Collection,Boba Time
59,28838,Department,Apparel
7,28838,Gender,Baby Unisex
16,28838,NRF Color Code,455
19,28838,NRF Color Name,Light/Pastel Blue
25,28838,NU Customer Groups,All
60,28838,Prebook,FALSE
24,28838,Price Method,Full Price
3,28838,Season,Spring 2022
17,28838,Ship Date,01-04-2022
4,28838,Size,12-18 Months
20,28838,Subcategory,One Piece
60,28842,Prebook,FALSE
61,28838,Materials,Bamboo/Spandex(95/5)
6,28838,Launch Date,19-04-2022
26,28839,Brand License,Posh Peanut
8,28839,Classification,SEASONAL
5,28839,Collection,Boba Time
59,28839,Department,Apparel
7,28839,Gender,Baby Unisex
16,28839,NRF Color Code,455
19,28839,NRF Color Name,Light/Pastel Blue
25,28839,NU Customer Groups,All
60,28839,Prebook,FALSE
24,28839,Price Method,Full Price
3,28839,Season,Spring 2022
17,28839,Ship Date,01-04-2022
4,28839,Size,3-6 Months
8,26574,Classification,CORE
24,26574,Price Method,Full Price
25,26574,NU Customer Groups,All
26,26574,Brand License,Posh Peanut
59,26574,Department,Accessories
60,26574,Prebook,FALSE
61,26574,Materials,Canvas(90 Polyester 10 PU)
17,26574,Ship Date,01-07-2022
5,41631,Collection,Chantria
20,41631,Subcategory,Dress
7,41631,Gender,Girl
4,41631,Size,6 years
6,41631,Launch Date,07-07-2022
17,41631,Ship Date,01-06-2022
16,41631,NRF Color Code,675
19,41631,NRF Color Name,Bright Pink
3,41631,Season,Summer 2022
8,41631,Classification,SEASONAL
24,41631,Price Method,Full Price
25,41631,NU Customer Groups,All
26,41631,Brand License,Posh Peanut
59,41631,Department,Apparel
60,41631,Prebook,FALSE
61,41631,Materials,Bamboo/Spandex(95/5)
5,45714,Collection,Kendall Turban
20,45714,Subcategory,Turban
7,45714,Gender,Baby Girl
4,45714,Size,One Size
17,44347,Ship Date,01-01-2023
16,44347,NRF Color Code,332
17,45714,Ship Date,01-09-2022
16,45714,NRF Color Code,None
19,45714,NRF Color Name,None
3,45714,Season,Core
8,45714,Classification,CORE
24,45714,Price Method,Full Price
25,45714,NU Customer Groups,All
26,45714,Brand License,Posh Peanut
59,45714,Department,Accessories
60,45714,Prebook,FALSE
5,45716,Collection,Kendall Turban
6,8149,Launch Date,18-11-2020
19,8149,NRF Color Name,Pink
16,8149,NRF Color Code,N/A
5,8150,Collection,Chloe
20,8150,Subcategory,Dress
7,8150,Gender,Girl
4,8150,Size,9 years
6,8150,Launch Date,18-11-2020
16,8150,NRF Color Code,N/A
19,8150,NRF Color Name,N/A
3,8150,Season,Fall 2020
8,8150,Classification,OBSOLETE
24,8150,Price Method,Markdown
25,8150,NU Customer Groups,All
26,8150,Brand License,Posh Peanut
59,8150,Department,Apparel
60,8150,Prebook,FALSE
61,8150,Materials,Bamboo/Spandex(95/5)
5,8151,Collection,Chloe
20,8151,Subcategory,Long Sleeve Twirl Dress 
7,8151,Gender,Girl
4,8151,Size,10 years
3,8151,Season,Fall 2020
8,8151,Classification,OBSOLETE
6,8151,Launch Date,18-11-2020
19,8151,NRF Color Name,Pink
16,8151,NRF Color Code,N/A
5,8152,Collection,Chloe
20,8152,Subcategory,Mommy Robe 
7,8152,Gender,Women
4,8152,Size,Small (0-2)
3,8152,Season,Fall 2020
8,8152,Classification,OBSOLETE
6,8152,Launch Date,18-11-2020
19,8152,NRF Color Name,Pink
16,8152,NRF Color Code,N/A
5,8153,Collection,Chloe
20,8153,Subcategory,Mommy Robe 
7,8153,Gender,Women
4,8153,Size,Medium (4-6)
3,8153,Season,Fall 2020
8,8153,Classification,OBSOLETE
6,8153,Launch Date,18-11-2020
19,8153,NRF Color Name,Pink
16,8153,NRF Color Code,N/A
5,8154,Collection,Chloe
20,8154,Subcategory,Mommy Robe 
7,8154,Gender,Women
4,8154,Size,Large (8-10)
3,8154,Season,Fall 2020
8,8154,Classification,OBSOLETE
6,8154,Launch Date,18-11-2020
19,8154,NRF Color Name,Pink
16,8154,NRF Color Code,N/A
5,8155,Collection,Chloe
20,8155,Subcategory,Mommy Robe 
7,8155,Gender,Women
4,8155,Size,XL (12-14)
3,8155,Season,Fall 2020
8,8155,Classification,OBSOLETE
6,8155,Launch Date,18-11-2020
19,8155,NRF Color Name,Pink
16,8155,NRF Color Code,N/A
5,8156,Collection,Chloe
20,8156,Subcategory,Mommy Robe 
7,8156,Gender,Women
4,8156,Size,2XL (16-18)
3,8156,Season,Fall 2020
8,8156,Classification,OBSOLETE
6,8156,Launch Date,18-11-2020
19,8156,NRF Color Name,Pink
16,8156,NRF Color Code,N/A
5,8157,Collection,Katherine
20,8157,Subcategory,Swaddle Sets
7,8157,Gender,Baby Girl
4,8157,Size,One Size
16,8157,NRF Color Code,N/A
19,8157,NRF Color Name,N/A
3,8157,Season,Fall 2020
8,8157,Classification,OBSOLETE
24,8157,Price Method,Full Price
25,8157,NU Customer Groups,All
26,8157,Brand License,Posh Peanut
59,8157,Department,Apparel
60,8157,Prebook,FALSE
61,8157,Materials,Bamboo/Spandex(95/5)
5,8158,Collection,Katherine
20,8158,Subcategory,Accessories
20,28839,Subcategory,Romper
61,28839,Materials,Bamboo/Spandex(95/5)
6,28839,Launch Date,19-04-2022
26,28840,Brand License,Posh Peanut
8,28840,Classification,SEASONAL
19,44347,NRF Color Name,Light/Pastel Green
3,44347,Season,Spring 2023
8,44347,Classification,SEASONAL
24,44347,Price Method,Full Price
25,44347,NU Customer Groups,All
26,44347,Brand License,Posh Peanut
59,44347,Department,Apparel
60,44347,Prebook,TRUE
61,44347,Materials,Bamboo/Spandex(95/5)
6,44347,Launch Date,09-05-2022
5,44348,Collection,Karina
20,44348,Subcategory,Women's Pajamas
7,44348,Gender,Women
4,44348,Size,Medium (4-6)
7,8158,Gender,Baby Girl
19,17876,NRF Color Name,Bright Yellow
3,17876,Season,Summer 2021
8,17876,Classification,SEASONAL
24,17876,Price Method,Full Price
25,17876,NU Customer Groups,All
26,17876,Brand License,Posh Peanut
59,17876,Department,Apparel
60,17876,Prebook,FALSE
61,17876,Materials,Bamboo/Spandex(95/5)
5,17877,Collection,Annika
20,17877,Subcategory,Kid's Pajamas
7,17877,Gender,Baby Girl
4,17877,Size,6-12 Months
6,17877,Launch Date,20-05-2021
17,17877,Ship Date,11-05-2021
16,17877,NRF Color Code,731
19,17877,NRF Color Name,Bright Yellow
3,17877,Season,Summer 2021
8,17877,Classification,SEASONAL
24,17877,Price Method,Full Price
25,17877,NU Customer Groups,All
26,17877,Brand License,Posh Peanut
59,17877,Department,Apparel
60,17877,Prebook,FALSE
61,17877,Materials,Bamboo/Spandex(95/5)
5,17878,Collection,Annika
20,17878,Subcategory,Kid's Pajamas
7,17878,Gender,Baby Girl
5,28840,Collection,Boba Time
4,17878,Size,12-18 Months
6,17878,Launch Date,20-05-2021
17,17878,Ship Date,11-05-2021
16,17878,NRF Color Code,731
19,17878,NRF Color Name,Bright Yellow
4,8158,Size,0-3 Months
16,8158,NRF Color Code,N/A
19,8158,NRF Color Name,N/A
3,8158,Season,Fall 2020
8,8158,Classification,OBSOLETE
24,8158,Price Method,Full Price
25,8158,NU Customer Groups,All
26,8158,Brand License,Posh Peanut
59,8158,Department,Accessories
60,8158,Prebook,FALSE
61,8158,Materials,Bamboo/Spandex(95/5)
5,8159,Collection,Katherine
20,8159,Subcategory,Gown
7,8159,Gender,Baby Girl
4,8159,Size,0-3 Months
16,8159,NRF Color Code,N/A
5,13169,Collection,Strawberry
20,13169,Subcategory,Dress
7,13169,Gender,Girl
4,13169,Size,6 years
6,13169,Launch Date,09-03-2021
16,13169,NRF Color Code,670
19,13169,NRF Color Name,Bright Pink
3,13169,Season,Spring 2021
8,13169,Classification,SEASONAL
24,13169,Price Method,Full Price
25,13169,NU Customer Groups,All
26,13169,Brand License,Posh Peanut
59,28840,Department,Apparel
59,13169,Department,Apparel
60,13169,Prebook,FALSE
61,13169,Materials,Bamboo/Spandex(95/5)
3,17878,Season,Summer 2021
19,8159,NRF Color Name,N/A
3,8159,Season,Fall 2020
8,8159,Classification,OBSOLETE
24,8159,Price Method,Full Price
25,8159,NU Customer Groups,All
26,8159,Brand License,Posh Peanut
59,8159,Department,Apparel
60,8159,Prebook,FALSE
61,8159,Materials,Bamboo/Spandex(95/5)
5,8160,Collection,Katherine
20,8160,Subcategory,Kimono Sets
7,8160,Gender,Baby Girl
4,8160,Size,0-3 Months
16,8160,NRF Color Code,N/A
19,8160,NRF Color Name,N/A
3,8160,Season,Fall 2020
7,28840,Gender,Baby Unisex
16,28840,NRF Color Code,455
19,28840,NRF Color Name,Light/Pastel Blue
25,28840,NU Customer Groups,All
60,28840,Prebook,FALSE
24,28840,Price Method,Full Price
8,8160,Classification,OBSOLETE
3,28840,Season,Spring 2022
17,28840,Ship Date,01-04-2022
4,28840,Size,6-9 Months
20,28840,Subcategory,Romper
61,28840,Materials,Bamboo/Spandex(95/5)
6,28840,Launch Date,19-04-2022
26,28841,Brand License,Posh Peanut
8,28841,Classification,SEASONAL
5,28841,Collection,Boba Time
59,28841,Department,Apparel
7,28841,Gender,Baby Unisex
16,28841,NRF Color Code,455
19,28841,NRF Color Name,Light/Pastel Blue
25,28841,NU Customer Groups,All
60,28841,Prebook,FALSE
24,28841,Price Method,Full Price
3,28841,Season,Spring 2022
17,28841,Ship Date,01-04-2022
4,28841,Size,9-12 Months
20,28841,Subcategory,Romper
61,28841,Materials,Bamboo/Spandex(95/5)
6,28841,Launch Date,19-04-2022
26,28842,Brand License,Posh Peanut
8,28842,Classification,SEASONAL
5,28842,Collection,Boba Time
59,28842,Department,Apparel
24,8160,Price Method,Full Price
25,8160,NU Customer Groups,All
26,8160,Brand License,Posh Peanut
59,8160,Department,Apparel
60,8160,Prebook,FALSE
61,8160,Materials,Bamboo/Spandex(95/5)
5,8161,Collection,Katherine
20,8161,Subcategory,One Piece
7,8161,Gender,Baby Girl
4,8161,Size,Newborn
16,8161,NRF Color Code,N/A
19,8161,NRF Color Name,N/A
3,8161,Season,Fall 2020
7,28842,Gender,Baby Unisex
8,8161,Classification,OBSOLETE
24,8161,Price Method,Full Price
25,8161,NU Customer Groups,All
26,8161,Brand License,Posh Peanut
59,8161,Department,Apparel
60,8161,Prebook,FALSE
61,8161,Materials,Bamboo/Spandex(95/5)
5,8162,Collection,Katherine
20,8162,Subcategory,One Piece
7,8162,Gender,Baby Girl
4,8162,Size,0-3 Months
16,8162,NRF Color Code,N/A
19,8162,NRF Color Name,N/A
3,8162,Season,Fall 2020
8,8162,Classification,OBSOLETE
24,8162,Price Method,Full Price
25,8162,NU Customer Groups,All
26,8162,Brand License,Posh Peanut
20,45716,Subcategory,Turban
59,8162,Department,Apparel
60,8162,Prebook,FALSE
61,8162,Materials,Bamboo/Spandex(95/5)
5,8163,Collection,Katherine
20,8163,Subcategory,One Piece
7,8163,Gender,Baby Girl
4,8163,Size,3-6 Months
16,8163,NRF Color Code,N/A
19,8163,NRF Color Name,N/A
3,8163,Season,Fall 2020
8,8163,Classification,OBSOLETE
24,8163,Price Method,Full Price
25,8163,NU Customer Groups,All
26,8163,Brand License,Posh Peanut
59,8163,Department,Apparel
60,8163,Prebook,FALSE
61,8163,Materials,Bamboo/Spandex(95/5)
5,8164,Collection,Katherine
20,8164,Subcategory,One Piece
7,8164,Gender,Baby Girl
4,8164,Size,6-9 Months
16,8164,NRF Color Code,N/A
19,8164,NRF Color Name,N/A
3,8164,Season,Obsolete
8,8164,Classification,OBSOLETE
24,8164,Price Method,Full Price
25,8164,NU Customer Groups,All
26,8164,Brand License,Posh Peanut
59,8164,Department,Apparel
60,8164,Prebook,FALSE
61,8164,Materials,Bamboo/Spandex(95/5)
5,13170,Collection,Strawberry
20,13170,Subcategory,Dress
7,13170,Gender,Girl
4,13170,Size,7 years
6,13170,Launch Date,09-03-2021
16,13170,NRF Color Code,670
19,13170,NRF Color Name,Bright Pink
3,13170,Season,Spring 2021
8,13170,Classification,SEASONAL
24,13170,Price Method,Full Price
25,13170,NU Customer Groups,All
26,13170,Brand License,Posh Peanut
59,13170,Department,Apparel
60,13170,Prebook,FALSE
61,13170,Materials,Bamboo/Spandex(95/5)
5,13171,Collection,Strawberry
20,13171,Subcategory,Dress
7,13171,Gender,Girl
4,13171,Size,8 years
6,13171,Launch Date,09-03-2021
16,13171,NRF Color Code,670
19,13171,NRF Color Name,Bright Pink
3,13171,Season,Spring 2021
8,13171,Classification,SEASONAL
24,13171,Price Method,Full Price
25,13171,NU Customer Groups,All
26,13171,Brand License,Posh Peanut
59,13171,Department,Apparel
60,13171,Prebook,FALSE
61,13171,Materials,Bamboo/Spandex(95/5)
5,13172,Collection,Strawberry
20,13172,Subcategory,Dress
7,13172,Gender,Girl
4,13172,Size,9 years
6,13172,Launch Date,09-03-2021
16,13172,NRF Color Code,670
19,13172,NRF Color Name,Bright Pink
3,13172,Season,Spring 2021
8,13172,Classification,SEASONAL
24,13172,Price Method,Full Price
25,13172,NU Customer Groups,All
26,13172,Brand License,Posh Peanut
59,13172,Department,Apparel
60,13172,Prebook,FALSE
61,13172,Materials,Bamboo/Spandex(95/5)
5,13173,Collection,Strawberry
20,13173,Subcategory,Dress
7,13173,Gender,Girl
4,13173,Size,10 years
6,13173,Launch Date,09-03-2021
16,13173,NRF Color Code,670
19,13173,NRF Color Name,Bright Pink
3,13173,Season,Spring 2021
8,13173,Classification,SEASONAL
24,13173,Price Method,Full Price
25,13173,NU Customer Groups,All
26,13173,Brand License,Posh Peanut
59,13173,Department,Apparel
60,13173,Prebook,FALSE
61,13173,Materials,Bamboo/Spandex(95/5)
5,13174,Collection,Strawberry
20,13174,Subcategory,Women's Pajamas
7,13174,Gender,Women
4,13174,Size,Small (0-2)
6,13174,Launch Date,09-03-2021
16,13174,NRF Color Code,670
19,13174,NRF Color Name,Bright Pink
3,13174,Season,Spring 2021
8,13174,Classification,SEASONAL
24,13174,Price Method,Full Price
25,13174,NU Customer Groups,All
26,13174,Brand License,Posh Peanut
59,13174,Department,Apparel
60,13174,Prebook,FALSE
61,13174,Materials,Bamboo/Spandex(95/5)
5,13175,Collection,Strawberry
20,13175,Subcategory,Women's Pajamas
7,13175,Gender,Women
4,13175,Size,Medium (4-6)
6,13175,Launch Date,09-03-2021
16,13175,NRF Color Code,670
19,13175,NRF Color Name,Bright Pink
3,13175,Season,Spring 2021
8,13175,Classification,SEASONAL
24,13175,Price Method,Full Price
25,13175,NU Customer Groups,All
26,13175,Brand License,Posh Peanut
59,13175,Department,Apparel
60,13175,Prebook,FALSE
61,13175,Materials,Bamboo/Spandex(95/5)
5,13176,Collection,Strawberry
20,13176,Subcategory,Women's Pajamas
7,13176,Gender,Women
4,13176,Size,Large (8-10)
6,13176,Launch Date,09-03-2021
16,13176,NRF Color Code,670
5,8165,Collection,Katherine
20,8165,Subcategory,Katherine - Footie Ruffled Zippered One Piece
7,8165,Gender,Baby Girl
4,8165,Size,9-12 Months
3,8165,Season,Fall 2020
8,8165,Classification,OBSOLETE
6,8165,Launch Date,18-11-2020
19,8165,NRF Color Name,Off White
16,8165,NRF Color Code,N/A
59,8165,Department,Apparel
5,8166,Collection,Katherine
20,8166,Subcategory,One Piece
7,8166,Gender,Baby Girl
4,8166,Size,12-18 Months
16,8166,NRF Color Code,N/A
19,8166,NRF Color Name,N/A
3,8166,Season,Fall 2020
8,8166,Classification,OBSOLETE
24,8166,Price Method,Full Price
25,8166,NU Customer Groups,All
26,8166,Brand License,Posh Peanut
59,8166,Department,Apparel
60,8166,Prebook,FALSE
61,8166,Materials,Bamboo/Spandex(95/5)
5,8167,Collection,Katherine
20,8167,Subcategory,Katherine - Long Sleeve Ruffled Henley Romper
7,8167,Gender,Baby Girl
4,8167,Size,0-3 Months
3,8167,Season,Fall 2020
8,8167,Classification,OBSOLETE
6,8167,Launch Date,18-11-2020
19,8167,NRF Color Name,Off White
16,8167,NRF Color Code,N/A
59,8167,Department,Apparel
5,8168,Collection,Katherine
20,8168,Subcategory,Romper
7,8168,Gender,Baby Girl
4,8168,Size,3-6 Months
16,8168,NRF Color Code,N/A
19,8168,NRF Color Name,N/A
3,8168,Season,Fall 2020
8,8168,Classification,OBSOLETE
24,8168,Price Method,Full Price
25,8168,NU Customer Groups,All
26,8168,Brand License,Posh Peanut
59,8168,Department,Apparel
60,8168,Prebook,FALSE
61,8168,Materials,Bamboo/Spandex(95/5)
5,8169,Collection,Katherine
20,8169,Subcategory,Katherine - Long Sleeve Ruffled Henley Romper
7,8169,Gender,Baby Girl
4,8169,Size,6-9 Months
3,8169,Season,Fall 2020
8,8169,Classification,OBSOLETE
6,8169,Launch Date,18-11-2020
19,8169,NRF Color Name,Off White
16,8169,NRF Color Code,N/A
59,8169,Department,Apparel
5,8170,Collection,Katherine
20,8170,Subcategory,Romper
7,8170,Gender,Baby Girl
4,8170,Size,9-12 Months
16,8170,NRF Color Code,N/A
19,8170,NRF Color Name,N/A
3,8170,Season,Obsolete
8,8170,Classification,OBSOLETE
24,8170,Price Method,Full Price
25,8170,NU Customer Groups,All
26,8170,Brand License,Posh Peanut
59,8170,Department,Apparel
60,8170,Prebook,FALSE
61,8170,Materials,Bamboo/Spandex(95/5)
5,8171,Collection,Katherine
20,8171,Subcategory,Katherine - Long Sleeve Ruffled Henley Romper
7,8171,Gender,Baby Girl
4,8171,Size,12-18 Months
3,8171,Season,Fall 2020
8,8171,Classification,OBSOLETE
6,8171,Launch Date,18-11-2020
19,8171,NRF Color Name,Off White
16,8171,NRF Color Code,N/A
59,8171,Department,Apparel
5,8172,Collection,Katherine
20,8172,Subcategory,Romper
7,8172,Gender,Baby Girl
4,8172,Size,18-24 Months
3,8172,Season,Fall 2020
8,8172,Classification,OBSOLETE
6,8172,Launch Date,18-11-2020
19,8172,NRF Color Name,Off White
16,8172,NRF Color Code,N/A
59,8172,Department,Apparel
61,8172,Materials,Bamboo/Spandex(95/5)
25,8172,NU Customer Groups,All
26,8172,Brand License,Posh Peanut
60,8172,Prebook,FALSE
5,8173,Collection,Katherine
20,8173,Subcategory,Kid's Pajamas
7,8173,Gender,Girl
4,8173,Size,2 years
16,8173,NRF Color Code,N/A
19,8173,NRF Color Name,N/A
3,8173,Season,Fall 2020
8,8173,Classification,OBSOLETE
24,8173,Price Method,Full Price
25,8173,NU Customer Groups,All
26,8173,Brand License,Posh Peanut
59,8173,Department,Apparel
60,8173,Prebook,FALSE
61,8173,Materials,Bamboo/Spandex(95/5)
5,8174,Collection,Katherine
20,8174,Subcategory,Kid's Pajamas
7,8174,Gender,Girl
4,8174,Size,3 years
16,8174,NRF Color Code,N/A
19,8174,NRF Color Name,N/A
3,8174,Season,Fall 2020
8,8174,Classification,OBSOLETE
24,8174,Price Method,Full Price
25,8174,NU Customer Groups,All
26,8174,Brand License,Posh Peanut
59,8174,Department,Apparel
60,8174,Prebook,FALSE
61,8174,Materials,Bamboo/Spandex(95/5)
5,8175,Collection,Katherine
20,8175,Subcategory,Kid's Pajamas
7,8175,Gender,Girl
4,8175,Size,4 years
16,8175,NRF Color Code,N/A
19,8175,NRF Color Name,N/A
3,8175,Season,Fall 2020
8,8175,Classification,OBSOLETE
24,8175,Price Method,Full Price
25,8175,NU Customer Groups,All
26,8175,Brand License,Posh Peanut
59,8175,Department,Apparel
60,8175,Prebook,FALSE
61,8175,Materials,Bamboo/Spandex(95/5)
5,8176,Collection,Katherine
20,8176,Subcategory,Kid's Pajamas
7,8176,Gender,Girl
4,8176,Size,5 years
16,8176,NRF Color Code,N/A
19,8176,NRF Color Name,N/A
3,8176,Season,Fall 2020
8,8176,Classification,OBSOLETE
24,8176,Price Method,Full Price
25,8176,NU Customer Groups,All
26,8176,Brand License,Posh Peanut
59,8176,Department,Apparel
60,8176,Prebook,FALSE
61,8176,Materials,Bamboo/Spandex(95/5)
5,8177,Collection,Katherine
20,8177,Subcategory,Kid's Pajamas
7,8177,Gender,Girl
4,8177,Size,6 years
16,8177,NRF Color Code,N/A
19,8177,NRF Color Name,N/A
3,8177,Season,Fall 2020
8,8177,Classification,OBSOLETE
24,8177,Price Method,Full Price
25,8177,NU Customer Groups,All
26,8177,Brand License,Posh Peanut
59,8177,Department,Apparel
60,8177,Prebook,FALSE
61,8177,Materials,Bamboo/Spandex(95/5)
5,8178,Collection,Katherine
20,8178,Subcategory,Bodysuit
7,8178,Gender,Baby Girl
4,8178,Size,0-3 Months
16,8178,NRF Color Code,N/A
19,8178,NRF Color Name,N/A
3,8178,Season,Obsolete
8,8178,Classification,OBSOLETE
24,8178,Price Method,Full Price
25,8178,NU Customer Groups,All
26,8178,Brand License,Posh Peanut
59,8178,Department,Apparel
60,8178,Prebook,FALSE
61,8178,Materials,Bamboo/Spandex(95/5)
5,8179,Collection,Katherine
20,8179,Subcategory,Bodysuit
7,8179,Gender,Baby Girl
4,8179,Size,3-6 Months
16,8179,NRF Color Code,N/A
19,8179,NRF Color Name,N/A
3,8179,Season,Fall 2020
8,8179,Classification,OBSOLETE
24,8179,Price Method,Full Price
25,8179,NU Customer Groups,All
26,8179,Brand License,Posh Peanut
59,8179,Department,Apparel
60,8179,Prebook,FALSE
61,8179,Materials,Bamboo/Spandex(95/5)
5,8180,Collection,Katherine
20,8180,Subcategory,Bodysuit
7,8180,Gender,Baby Girl
4,8180,Size,6-12 Months
16,8180,NRF Color Code,N/A
19,8180,NRF Color Name,N/A
3,8180,Season,Obsolete
8,8180,Classification,OBSOLETE
24,8180,Price Method,Full Price
25,8180,NU Customer Groups,All
26,8180,Brand License,Posh Peanut
59,8180,Department,Apparel
60,8180,Prebook,FALSE
61,8180,Materials,Bamboo/Spandex(95/5)
5,8181,Collection,Katherine
20,8181,Subcategory,Katherine - Long Sleeve Henley with Twirl Skirt Bodysuit
7,8181,Gender,Baby Girl
4,8181,Size,12-18 Months
3,8181,Season,Fall 2020
8,8181,Classification,OBSOLETE
6,8181,Launch Date,18-11-2020
19,8181,NRF Color Name,Off White
16,8181,NRF Color Code,N/A
59,8181,Department,Apparel
5,8182,Collection,Katherine
20,8182,Subcategory,Katherine - Long Sleeve Henley with Twirl Skirt Bodysuit
7,8182,Gender,Baby Girl
4,8182,Size,18-24 Months
3,8182,Season,Fall 2020
8,8182,Classification,OBSOLETE
6,8182,Launch Date,18-11-2020
19,8182,NRF Color Name,Off White
16,8182,NRF Color Code,N/A
59,8182,Department,Apparel
5,8183,Collection,Katherine
20,8183,Subcategory,Katherine - Long Sleeve Henley Twirl Dress
7,8183,Gender,Girl
4,8183,Size,2 years
3,8183,Season,Fall 2020
8,8183,Classification,OBSOLETE
6,8183,Launch Date,18-11-2020
19,8183,NRF Color Name,Off White
16,8183,NRF Color Code,N/A
59,8183,Department,Apparel
5,8184,Collection,Katherine
20,8184,Subcategory,Dress
